nome,proteina,carbo,gordura,calorias,fonte
"Carne, bovina, bucho, cozido",21.64,0.0,4.503333333333334,133.02286666666666,TACO
"Carne, bovina, bucho, cru",20.53,0.0,5.503333333333333,137.30316666666667,TACO
"Carne, bovina, capa de contra-filé, com gordura, crua",19.19666666666667,0.0,14.96,216.9089666666667,TACO
"Carne, bovina, capa de contra-filé, com gordura, grelhada",30.686666666666667,0.0,20.03,311.7026666666667,TACO
"Carne, bovina, capa de contra-filé, sem gordura, crua",21.54,0.0,4.333333333333333,131.06246666666664,TACO
"Carne, bovina, capa de contra-filé, sem gordura, grelhada",35.06333333333333,-0.006666666666674814,9.95,239.44363333333328,TACO
"Carne, bovina, charque, cozido",36.364583333333336,0.0,11.918333333333335,262.7801422621807,TACO
"Carne, bovina, charque, cru",22.71458333333333,0.0,16.837,248.86101810745396,TACO
"Carne, bovina, contra-filé, à milanesa",20.6125,12.174499999999993,23.998,351.5926591989994,TACO
"Carne, bovina, contra-filé de costela, cru",19.8,0.0,13.07,202.43739999999997,TACO
"Carne, bovina, contra-filé de costela, grelhado",29.88,0.0,16.333333333333332,274.91426666666666,TACO
"Carne, bovina, contra-filé, com gordura, cru",21.15,0.0,12.81,205.8567,TACO
"Carne, bovina, contra-filé, com gordura, grelhado",32.39666666666667,0.0,15.49,278.05356666666665,TACO
"Carne, bovina, contra-filé, sem gordura, cru",23.996666666666666,0.0,6.003333333333334,156.6158333333333,TACO
"Carne, bovina, contra-filé, sem gordura, grelhado",35.88333333333333,0.0,4.486666666666667,193.69156666666663,TACO
"Carne, bovina, costela, assada",28.80666666666667,0.0,27.72,373.03886666666665,TACO
"Carne, bovina, costela, crua",16.706666666666667,0.0,31.75,357.72246666666666,TACO
"Carne, bovina, coxão duro, sem gordura, cozido",31.88,0.0,8.923333333333334,216.616066666667,TACO
"Carne, bovina, coxão duro, sem gordura, cru",21.513333333333335,0.0,6.22,147.96633333333335,TACO
"Carne, bovina, coxão mole, sem gordura, cozido",32.38333333333333,0.0,8.913333333333332,218.6751,TACO
"Carne, bovina, coxão mole, sem gordura, cru",21.23,0.0,8.693333333333333,169.06596666666667,TACO
"Carne, bovina, cupim, assado",28.63125,0.0,23.042666666666666,330.1002908333333,TACO
"Carne, bovina, cupim, cru",19.536666666666665,0.0,15.296666666666667,221.3975,TACO
"Carne, bovina, fígado, cru",20.713333333333335,1.106666666666668,5.3566666666666665,141.04586666666665,TACO
"Carne, bovina, fígado, grelhado",29.86,4.2,9.01,225.0264,TACO
"Carne, bovina, filé mingnon, sem gordura, cru",21.6,0.0,5.613333333333333,142.86426666666665,TACO
"Carne, bovina, filé mingnon, sem gordura, grelhado",32.8,0.0,8.83,219.70259999999996,TACO
"Carne, bovina, flanco, sem gordura, cozido",29.37666666666667,0.0,7.77,195.5753666666667,TACO
"Carne, bovina, flanco, sem gordura, cru",19.996666666666666,0.0,6.216666666666666,141.46009999999998,TACO
"Carne, bovina, fraldinha, com gordura, cozida",24.24,0.0,26.046666666666667,338.44573333333335,TACO
"Carne, bovina, fraldinha, com gordura, crua",17.583333333333332,0.0,16.146666666666665,220.72376666666662,TACO
"Carne, bovina, lagarto, cozido",32.86333333333334,0.0,9.106666666666667,222.46856666666667,TACO
"Carne, bovina, lagarto, cru",20.543333333333333,0.0,5.226666666666667,134.86456666666663,TACO
"Carne, bovina, língua, cozida",21.366666666666664,0.0,24.796666666666667,314.9016,TACO
"Carne, bovina, língua, crua",17.09,0.0,15.773333333333333,215.24976666666663,TACO
"Carne, bovina, maminha, crua",20.933333333333334,0.0,7.026666666666666,152.76586666666665,TACO
"Carne, bovina, maminha, grelhada",30.735416666666666,0.0,2.422333333333333,153.0896758333333,TACO
"Carne, bovina, miolo de alcatra, sem gordura, cru",21.61,0.0,7.826666666666667,162.87123333333332,TACO
"Carne, bovina, miolo de alcatra, sem gordura, grelhado",31.93,0.0,11.643333333333336,241.36396666666667,TACO
"Carne, bovina, músculo, sem gordura, cozido",31.233333333333334,0.0,6.7,193.80033333333333,TACO
"Carne, bovina, músculo, sem gordura, cru",21.56,0.0,5.49,141.581,TACO
"Carne, bovina, paleta, com gordura, crua",21.41,0.0,7.46,158.7099,TACO
"Carne, bovina, paleta, sem gordura, cozida",29.72,0.0,7.4,193.65239999999997,TACO
"Carne, bovina, paleta, sem gordura, crua",21.03,0.0,5.67,140.9415,TACO
"Carne, bovina, patinho, sem gordura, cru",21.72333333333333,0.0,4.513333333333333,133.46889999999996,TACO
"Carne, bovina, patinho, sem gordura, grelhado",35.9,0.0,7.3133333333333335,219.25926666666663,TACO
"Carne, bovina, peito, sem gordura, cozido",22.24666666666667,0.0,26.99333333333333,338.4731333333333,TACO
"Carne, bovina, peito, sem gordura, cru",17.55666666666667,0.0,20.433333333333334,259.2756333333333,TACO
"Carne, bovina, picanha, com gordura, crua",18.823333333333334,0.0,14.69,212.8794333333333,TACO
"Carne, bovina, picanha, com gordura, grelhada",26.42083333333333,0.0,19.506666666666664,288.7670916666666,TACO
"Carne, bovina, picanha, sem gordura, crua",21.25,0.0,4.743333333333333,133.52236666666667,TACO
"Carne, bovina, picanha, sem gordura, grelhada",31.906666666666666,0.0,11.333333333333334,238.4681333333333,TACO
"Carne, bovina, seca, cozida",26.93125,0.0,21.929333333333332,312.79903369144597,TACO
"Carne, bovina, seca, crua",19.65833333333333,0.0,25.36666666666667,312.7484279036522,TACO
"Coxinha de frango, frita",9.610416666666666,34.520583333333335,11.835999999999999,283.048,TACO
"Croquete, de carne, cru",12.04375,13.949583333333331,15.561,245.77192529714108,TACO
"Croquete, de carne, frito",16.8625,18.146166666666673,22.673333333333332,346.7420146474044,TACO
"Empada de frango, pré-cozida, assada",6.94375,47.49291666666666,15.605,358.1916666666667,TACO
"Empada, de frango, pré-cozida",7.34375,35.52891666666668,22.887666666666664,377.4796666666667,TACO
"Frango, asa, com pele, crua",18.1,0.0,15.066666666666668,213.18833333333333,TACO
"Frango, caipira, inteiro, com pele, cozido",23.883333333333333,0.0,15.615666666666668,242.88932666666665,TACO
"Frango, caipira, inteiro, sem pele, cozido",29.575,0.0,7.702333333333333,195.76029666666665,TACO
"Frango, coração, cru",12.583333333333336,0.0,18.6,221.50283333333334,TACO
"Frango, coração, grelhado",22.439583333333335,0.6074166666666578,12.095999999999998,207.27364333333327,TACO
"Frango, coxa, com pele, assada",28.491666666666664,0.05833333333334001,10.361333333333333,215.1186475329399,TACO
"Frango, coxa, com pele, crua",17.093333333333334,0.0,9.81,161.47473333333332,TACO
"Frango, coxa, sem pele, cozida",26.858333333333334,0.0,5.847333333333332,167.42803216441473,TACO
"Frango, coxa, sem pele, crua",17.813333333333333,0.01999999999999702,4.8566666666666665,119.94746666666661,TACO
"Frango, fígado, cru",17.58666666666667,-0.02333333333333809,3.49,106.48456666666667,TACO
"Frango, filé, à milanesa",28.46041666666667,7.512916666666662,7.790666666666667,220.87277999999998,TACO
"Frango, inteiro, com pele, cru",16.44333333333333,0.0,17.30666666666667,226.31916666666666,TACO
"Frango, inteiro, sem pele, assado",28.025,0.0,7.5023333333333335,187.3377966666667,TACO
"Frango, inteiro, sem pele, cozido",24.985416666666662,0.0,7.062333333333334,170.38997583333332,TACO
"Frango, inteiro, sem pele, cru",20.58666666666667,0.0,4.566666666666666,129.09640000000002,TACO
"Frango, peito, com pele, assado",33.416666666666664,0.0,7.649,211.68314953072866,TACO
"Frango, peito, com pele, cru",20.78,0.0,6.733333333333333,149.46526666666665,TACO
"Frango, peito, sem pele, cozido",31.46875,0.0,3.16,162.87476334631444,TACO
"Frango, peito, sem pele, cru",21.526666666666667,0.0,3.02,119.15926666666665,TACO
"Frango, peito, sem pele, grelhado",32.03333333333334,0.0,2.4836666666666667,159.18500719261172,TACO
"Frango, sobrecoxa, com pele, assada",28.702083333333334,0.0,15.193666666666667,259.60476916666664,TACO
"Frango, sobrecoxa, com pele, crua",15.46,0.0,20.9,254.5322,TACO
"Frango, sobrecoxa, sem pele, assada",29.175,0.0,12.007333333333333,232.88339666666667,TACO
"Frango, sobrecoxa, sem pele, crua",17.57,0.0,9.62,161.79629999999997,TACO
"Hambúrguer, bovino, cru",13.15625,4.15375,16.177333333333333,214.836,TACO
"Hambúrguer, bovino, frito",19.972916666666666,6.320083333333328,17.012333333333334,258.283,TACO
"Hambúrguer, bovino, grelhado",13.15625,11.333416666666674,12.430333333333332,209.8316666666667,TACO
"Lingüiça, frango, crua",14.239583333333334,0.0,17.439666666666668,218.10881416666666,TACO
"Lingüiça, frango, frita",18.316666666666666,0.0,18.541999999999998,245.46100666666663,TACO
"Lingüiça, frango, grelhada",18.189583333333335,0.0,18.402333333333335,243.6585675,TACO
"Lingüiça, porco, crua",16.06458333333333,0.0,17.584,227.2034508333333,TACO
"Lingüiça, porco, frita",20.452083333333334,0.0,21.30966666666667,279.54358916666666,TACO
"Lingüiça, porco, grelhada",23.16875,0.0,21.90233333333333,296.4896091666666,TACO
Mortadela,11.952083333333334,5.81591666666666,21.649333333333335,268.8199890167316,TACO
"Peru, congelado, assado",26.20208333333333,0.0,5.675,163.07139793137708,TACO
"Peru, congelado, cru",18.083333333333332,0.0,1.83,93.72243382612864,TACO
"Porco, bisteca, crua",21.5,0.0,8.016666666666666,164.11533659299215,TACO
"Porco, bisteca, frita",33.74791666666667,0.0,18.521666666666665,311.1690453348557,TACO
"Porco, bisteca, grelhada",28.88958333333333,0.0,17.375333333333334,280.0840349027713,TACO
"Porco, costela, assada",30.22291666666667,0.0,30.279,402.16844745083654,TACO
"Porco, costela, crua",18.0,0.0,19.816666666666666,255.60634206136066,TACO
"Porco, lombo, assado",35.725,0.0,6.395666666666667,210.2346655796369,TACO
"Porco, lombo, cru",22.604166666666668,0.0,8.77,175.6251952501138,TACO
"Porco, orelha, salgada, crua",18.520833333333332,0.0,19.89,258.49175833333334,TACO
"Porco, pernil, assado",32.13333333333333,0.0,13.863666666666667,262.2596066666666,TACO
"Porco, pernil, cru",20.125,0.0,11.1,186.05575,TACO
"Porco, rabo, salgado, cru",15.58125,0.0,34.466,377.41525749999994,TACO
"Presunto, com capa de gordura",14.370833333333334,1.3975,6.771333333333334,127.84921266563737,TACO
"Presunto, sem capa de gordura",14.291666666666666,2.1456666666666697,2.7066666666666666,93.7432807208697,TACO
"Quibe, assado",14.59375,12.86125,2.6763333333333335,136.22887614158785,TACO
"Quibe, cru",12.354166666666666,10.774166666666666,1.6676666666666666,109.49066929475465,TACO
"Quibe, frito",14.889583333333334,12.337416666666657,15.799,253.83130886964,TACO
Salame,25.810416666666665,2.9062500000000098,30.641333333333336,397.8425065349341,TACO
"Toucinho, cru",11.479166666666666,0.0,60.25666666666666,592.5311749999998,TACO
"Toucinho, frito",27.28333333333333,0.0,64.30866666666667,696.5640066666666,TACO
"Bebida láctea, pêssego",2.1333333333333333,7.5700000000000065,1.9066666666666665,55.164833333333306,TACO
Creme de Leite,1.5078066937128702,4.509526639620461,22.479333333333333,221.48354127513312,TACO
"Iogurte, natural",4.0633333333333335,1.9166666666666603,3.04,51.48953333333329,TACO
"Iogurte, natural, desnatado",3.8343800687789917,5.773953333333329,0.3156666666666667,41.49271128155834,TACO
"Iogurte, sabor abacaxi",0.0,0.0,0.0,0.0,TACO
"Iogurte, sabor morango",2.71,9.693333333333342,2.33,69.56560000000003,TACO
"Iogurte, sabor pêssego",2.53,9.433333333333344,2.3366666666666664,67.84940000000002,TACO
"Leite, condensado",7.67,56.99666666666666,6.74,312.57259999999997,TACO
"Leite, de cabra",3.0709067217508954,5.246093333333333,3.7543333333333333,66.41574188654329,TACO
"Leite, de vaca, achocolatado",2.099020037651062,14.158313333333325,2.169,82.82099627199361,TACO
"Leite, de vaca, desnatado, pó",34.69,53.04333333333334,0.9333333333333332,361.60799999999995,TACO
"Leite, de vaca, desnatado, UHT",0.0,0.0,0.0,0.0,TACO
"Leite, de vaca, integral",0.0,0.0,0.0,0.0,TACO
"Leite, de vaca, integral, pó",25.42,39.18,26.903333333333336,496.6502999999999,TACO
"Leite, fermentado",1.89486,15.67447333333333,0.09900000000000002,69.62147400000002,TACO
"Queijo, minas, frescal",17.411020000000004,3.240313333333333,20.180666666666667,264.27312799999993,TACO
"Queijo, minas, meia cura",21.21137371381124,3.5729596195220865,24.61,320.72181773325985,TACO
"Queijo, mozarela",22.64900040626526,3.0493329270680736,25.183000000000003,329.8707184208871,TACO
"Queijo, parmesão",35.55361333333333,1.6607199999999995,33.529333333333334,452.9637553333333,TACO
"Queijo, pasteurizado",9.357333333333333,5.67633333333333,27.435333333333332,303.07980333333325,TACO
